Hero1, Hero2, Win, Loss, Draw, Games, Win%
"Dash, Inventor Extraordinaire","Kano, Dracai of Aether",3,2,0,5,60.00% 
"Dash, Inventor Extraordinaire",Dorinthea Ironsong,3,4,1,8,37.50% 
"Dash, Inventor Extraordinaire","Levia, Shadowborn Abomination",0,1,0,1, 0.00% 
"Dash, Inventor Extraordinaire","Briar, Warden of Thorns",4,7,0,11,36.36% 
"Dash, Inventor Extraordinaire","Uzuri, Switchblade",6,4,1,11,54.55% 
"Dash, Inventor Extraordinaire","Ser Boltyn, Breaker of Dawn",0,4,0,4, 0.00% 
"Dash, Inventor Extraordinaire","Lexi, Livewire",19,30,0,49,38.78% 
"Dash, Inventor Extraordinaire","Riptide, Lurker of the Deep",1,0,0,1,100.00%
"Dash, Inventor Extraordinaire","Iyslander, Stormbind",5,6,0,11,45.45% 
"Dash, Inventor Extraordinaire","Dash, Inventor Extraordinaire",8,8,0,16,50.00% 
"Dash, Inventor Extraordinaire","Viserai, Rune Blood",2,7,0,9,22.22% 
"Dash, Inventor Extraordinaire","Katsu, the Wanderer",5,8,0,13,38.46% 
"Dash, Inventor Extraordinaire","Oldhim, Grandfather of Eternity",19,14,1,34,55.88% 
"Dash, Inventor Extraordinaire",CLEANTOTAL,95,-,-,226,42.04%
"Dash, Inventor Extraordinaire",TOTAL,103,-,-,242,42.56%
"Viserai, Rune Blood",,0,0,0,0,-
"Viserai, Rune Blood","Dromai, Ash Artist",27,12,0,39,69.23% 
"Viserai, Rune Blood","Azalea, Ace in the Hole",3,10,0,13,23.08% 
"Viserai, Rune Blood","Rhinar, Reckless Rampage",2,0,0,2,100.00%
"Viserai, Rune Blood","Fai, Rising Rebellion",5,4,0,9,55.56% 
"Viserai, Rune Blood","Bravo, Showstopper",9,7,0,16,56.25% 
"Viserai, Rune Blood","Arakni, Huntsman",0,1,0,1, 0.00% 
"Viserai, Rune Blood","Kano, Dracai of Aether",0,2,0,2, 0.00% 
"Viserai, Rune Blood",Dorinthea Ironsong,2,5,0,7,28.57% 
"Viserai, Rune Blood","Levia, Shadowborn Abomination",2,0,0,2,100.00%
"Viserai, Rune Blood","Briar, Warden of Thorns",4,8,0,12,33.33% 
"Viserai, Rune Blood","Uzuri, Switchblade",12,2,0,14,85.71% 
"Viserai, Rune Blood","Ser Boltyn, Breaker of Dawn",2,2,0,4,50.00% 
"Viserai, Rune Blood","Lexi, Livewire",12,35,0,47,25.53% 
"Viserai, Rune Blood","Riptide, Lurker of the Deep",0,0,0,0,-
"Viserai, Rune Blood","Iyslander, Stormbind",0,6,0,6, 0.00% 
"Viserai, Rune Blood","Dash, Inventor Extraordinaire",7,2,0,9,77.78% 
"Viserai, Rune Blood","Viserai, Rune Blood",11,11,0,22,50.00% 
"Viserai, Rune Blood","Katsu, the Wanderer",11,4,0,15,73.33% 
"Viserai, Rune Blood","Oldhim, Grandfather of Eternity",4,15,0,19,21.05% 
"Viserai, Rune Blood",CLEANTOTAL,102,-,-,217,47.00%
"Viserai, Rune Blood",TOTAL,113,-,-,239,47.28%
"Katsu, the Wanderer",,0,0,0,0,-
"Katsu, the Wanderer","Dromai, Ash Artist",17,14,0,31,54.84% 
"Katsu, the Wanderer","Azalea, Ace in the Hole",7,9,0,16,43.75% 
"Katsu, the Wanderer","Rhinar, Reckless Rampage",3,1,0,4,75.00% 
"Katsu, the Wanderer","Fai, Rising Rebellion",4,8,0,12,33.33% 
"Katsu, the Wanderer","Bravo, Showstopper",9,9,0,18,50.00% 
"Katsu, the Wanderer","Arakni, Huntsman",1,1,0,2,50.00% 
"Katsu, the Wanderer","Kano, Dracai of Aether",7,3,0,10,70.00% 
"Katsu, the Wanderer",Dorinthea Ironsong,3,4,0,7,42.86% 
"Katsu, the Wanderer","Levia, Shadowborn Abomination",1,0,0,1,100.00%
"Katsu, the Wanderer","Briar, Warden of Thorns",10,13,0,23,43.48% 
"Katsu, the Wanderer","Uzuri, Switchblade",4,10,0,14,28.57% 
"Katsu, the Wanderer","Ser Boltyn, Breaker of Dawn",1,0,0,1,100.00%
"Katsu, the Wanderer","Lexi, Livewire",30,39,0,69,43.48% 
"Katsu, the Wanderer","Riptide, Lurker of the Deep",1,1,0,2,50.00% 
"Katsu, the Wanderer","Iyslander, Stormbind",5,3,0,8,62.50% 
"Katsu, the Wanderer","Dash, Inventor Extraordinaire",8,5,0,13,61.54% 
"Katsu, the Wanderer","Viserai, Rune Blood",4,11,0,15,26.67% 
"Katsu, the Wanderer","Katsu, the Wanderer",12,12,0,24,50.00% 
"Katsu, the Wanderer","Oldhim, Grandfather of Eternity",7,18,0,25,28.00% 
"Katsu, the Wanderer",CLEANTOTAL,122,-,-,271,45.02%
"Katsu, the Wanderer",TOTAL,134,-,-,295,45.42%
"Oldhim, Grandfather of Eternity",,0,0,0,0,-
"Oldhim, Grandfather of Eternity","Dromai, Ash Artist",48,16,5,69,69.57% 
"Oldhim, Grandfather of Eternity","Azalea, Ace in the Hole",21,14,1,36,58.33% 
"Oldhim, Grandfather of Eternity","Rhinar, Reckless Rampage",3,3,0,6,50.00% 
"Oldhim, Grandfather of Eternity","Fai, Rising Rebellion",6,11,0,17,35.29% 
"Oldhim, Grandfather of Eternity","Bravo, Showstopper",21,11,0,32,65.62% 
"Oldhim, Grandfather of Eternity","Arakni, Huntsman",4,0,0,4,100.00%
"Oldhim, Grandfather of Eternity","Kano, Dracai of Aether",5,7,0,12,41.67% 
"Oldhim, Grandfather of Eternity",Dorinthea Ironsong,8,1,1,10,80.00% 
"Oldhim, Grandfather of Eternity","Levia, Shadowborn Abomination",1,0,0,1,100.00%
"Oldhim, Grandfather of Eternity","Briar, Warden of Thorns",13,14,2,29,44.83% 
"Oldhim, Grandfather of Eternity","Uzuri, Switchblade",14,8,3,25,56.00% 
"Oldhim, Grandfather of Eternity","Ser Boltyn, Breaker of Dawn",1,1,1,3,33.33% 
"Oldhim, Grandfather of Eternity","Lexi, Livewire",75,45,9,129,58.14% 
"Oldhim, Grandfather of Eternity","Riptide, Lurker of the Deep",2,0,0,2,100.00%
"Oldhim, Grandfather of Eternity","Iyslander, Stormbind",7,11,0,18,38.89% 
"Oldhim, Grandfather of Eternity","Dash, Inventor Extraordinaire",14,19,1,34,41.18% 
"Oldhim, Grandfather of Eternity","Viserai, Rune Blood",15,4,0,19,78.95% 
"Oldhim, Grandfather of Eternity","Katsu, the Wanderer",18,7,0,25,72.00% 
"Oldhim, Grandfather of Eternity","Oldhim, Grandfather of Eternity",44,44,2,90,48.89% 
"Oldhim, Grandfather of Eternity",CLEANTOTAL,276,-,-,471,58.60%
"Oldhim, Grandfather of Eternity",TOTAL,320,-,-,561,57.04%
