Hero1, Hero2, Win, Loss, Draw, Games, Win%
"Arakni, Huntsman","Uzuri, Switchblade",1,0,0,1,100.00%
"Arakni, Huntsman","Viserai, Rune Blood",1,0,0,1,100.00%
"Arakni, Huntsman","Iyslander, Stormbind",0,0,0,0,-
"Arakni, Huntsman","Ser Boltyn, Breaker of Dawn",0,1,0,1,0.00%
"Arakni, Huntsman","Azalea, Ace in the Hole",2,0,0,2,100.00%
"Arakni, Huntsman","Briar, Warden of Thorns",0,1,0,1,0.00%
"Arakni, Huntsman","Bravo, Showstopper",0,1,0,1,0.00%
"Arakni, Huntsman","Arakni, Huntsman",0,0,0,0,-
"Arakni, Huntsman","Fai, Rising Rebellion",0,0,0,0,-
"Arakni, Huntsman","Lexi, Livewire",2,0,0,2,100.00%
"Arakni, Huntsman","Rhinar, Reckless Rampage",0,0,0,0,-
"Arakni, Huntsman",CLEANTOTAL,10,-,-,21,47.62%
"Arakni, Huntsman",TOTAL,10,-,-,21,47.62%
"Fai, Rising Rebellion",,0,0,0,0,-
"Fai, Rising Rebellion",Dorinthea Ironsong,0,2,0,2,0.00%
"Fai, Rising Rebellion","Dromai, Ash Artist",10,13,0,23,43.48%
"Fai, Rising Rebellion","Riptide, Lurker of the Deep",0,1,0,1,0.00%
"Fai, Rising Rebellion","Kano, Dracai of Aether",1,3,0,4,25.00%
"Fai, Rising Rebellion","Dash, Inventor Extraordinaire",5,5,0,10,50.00%
"Fai, Rising Rebellion","Katsu, the Wanderer",8,4,0,12,66.67%
"Fai, Rising Rebellion","Oldhim, Grandfather of Eternity",9,6,0,15,60.00%
"Fai, Rising Rebellion","Levia, Shadowborn Abomination",0,0,0,0,-
"Fai, Rising Rebellion","Uzuri, Switchblade",5,5,0,10,50.00%
"Fai, Rising Rebellion","Viserai, Rune Blood",4,5,0,9,44.44%
"Fai, Rising Rebellion","Iyslander, Stormbind",0,3,0,3,0.00%
"Fai, Rising Rebellion","Ser Boltyn, Breaker of Dawn",1,0,0,1,100.00%
"Fai, Rising Rebellion","Azalea, Ace in the Hole",6,3,0,9,66.67%
"Fai, Rising Rebellion","Briar, Warden of Thorns",1,7,0,8,12.50%
"Fai, Rising Rebellion","Bravo, Showstopper",3,6,0,9,33.33%
"Fai, Rising Rebellion","Arakni, Huntsman",0,0,0,0,-
"Fai, Rising Rebellion","Fai, Rising Rebellion",3,3,0,6,50.00%
"Fai, Rising Rebellion","Lexi, Livewire",5,16,0,21,23.81%
"Fai, Rising Rebellion","Rhinar, Reckless Rampage",1,1,0,2,50.00%
"Fai, Rising Rebellion",CLEANTOTAL,59,-,-,139,42.45%
"Fai, Rising Rebellion",TOTAL,62,-,-,145,42.76%
"Lexi, Livewire",,0,0,0,0,-
"Lexi, Livewire",Dorinthea Ironsong,18,6,0,24,75.00%
"Lexi, Livewire","Dromai, Ash Artist",68,65,0,133,51.13%
"Lexi, Livewire","Riptide, Lurker of the Deep",7,3,0,10,70.00%
"Lexi, Livewire","Kano, Dracai of Aether",10,4,0,14,71.43%
"Lexi, Livewire","Dash, Inventor Extraordinaire",29,19,0,48,60.42%
"Lexi, Livewire","Katsu, the Wanderer",33,25,0,58,56.90%
"Lexi, Livewire","Oldhim, Grandfather of Eternity",38,57,7,102,37.25%
"Lexi, Livewire","Levia, Shadowborn Abomination",3,0,0,3,100.00%
"Lexi, Livewire","Uzuri, Switchblade",21,25,1,47,44.68%
"Lexi, Livewire","Viserai, Rune Blood",35,12,0,47,74.47%
"Lexi, Livewire","Iyslander, Stormbind",15,6,0,21,71.43%
"Lexi, Livewire","Ser Boltyn, Breaker of Dawn",9,4,1,14,64.29%
"Lexi, Livewire","Azalea, Ace in the Hole",29,37,0,66,43.94%
"Lexi, Livewire","Briar, Warden of Thorns",39,20,0,59,66.10%
"Lexi, Livewire","Bravo, Showstopper",25,25,0,50,50.00%
"Lexi, Livewire","Arakni, Huntsman",0,2,0,2,0.00%
"Lexi, Livewire","Fai, Rising Rebellion",16,5,0,21,76.19%
"Lexi, Livewire","Lexi, Livewire",103,103,0,206,50.00%
"Lexi, Livewire","Rhinar, Reckless Rampage",7,1,0,8,87.50%
"Lexi, Livewire",CLEANTOTAL,402,-,-,727,55.30%
"Lexi, Livewire",TOTAL,505,-,-,933,54.13%
"Rhinar, Reckless Rampage",,0,0,0,0,-
"Rhinar, Reckless Rampage",Dorinthea Ironsong,0,1,0,1,0.00%
"Rhinar, Reckless Rampage","Dromai, Ash Artist",10,1,0,11,90.91%
"Rhinar, Reckless Rampage","Riptide, Lurker of the Deep",1,0,0,1,100.00%
"Rhinar, Reckless Rampage","Kano, Dracai of Aether",1,2,0,3,33.33%
"Rhinar, Reckless Rampage","Dash, Inventor Extraordinaire",1,1,0,2,50.00%
"Rhinar, Reckless Rampage","Katsu, the Wanderer",1,3,0,4,25.00%
"Rhinar, Reckless Rampage","Oldhim, Grandfather of Eternity",1,1,0,2,50.00%
"Rhinar, Reckless Rampage","Levia, Shadowborn Abomination",0,0,0,0,-
"Rhinar, Reckless Rampage","Uzuri, Switchblade",3,3,0,6,50.00%
"Rhinar, Reckless Rampage","Viserai, Rune Blood",0,2,0,2,0.00%
"Rhinar, Reckless Rampage","Iyslander, Stormbind",0,0,0,0,-
"Rhinar, Reckless Rampage","Ser Boltyn, Breaker of Dawn",0,1,0,1,0.00%
"Rhinar, Reckless Rampage","Azalea, Ace in the Hole",1,4,0,5,20.00%
"Rhinar, Reckless Rampage","Briar, Warden of Thorns",0,0,0,0,-
"Rhinar, Reckless Rampage","Bravo, Showstopper",1,0,0,1,100.00%
"Rhinar, Reckless Rampage","Arakni, Huntsman",0,0,0,0,-
"Rhinar, Reckless Rampage","Fai, Rising Rebellion",1,1,0,2,50.00%
"Rhinar, Reckless Rampage","Lexi, Livewire",1,7,0,8,12.50%
"Rhinar, Reckless Rampage","Rhinar, Reckless Rampage",0,0,0,0,-
"Rhinar, Reckless Rampage",CLEANTOTAL,22,-,-,49,44.90%
"Rhinar, Reckless Rampage",TOTAL,22,-,-,49,44.90%
